gen,mean p,sigma p,max p
8223,0.8040,0.0207,0.8236
8224,0.8042,0.0205,0.8236
8225,0.8044,0.0204,0.8240
8226,0.8045,0.0204,0.8236
8227,0.8044,0.0203,0.8236
8228,0.8041,0.0212,0.8236
8229,0.8042,0.0212,0.8236
8230,0.8041,0.0211,0.8236
8231,0.8043,0.0209,0.8254
8232,0.8046,0.0202,0.8236
8233,0.8047,0.0199,0.8236
8234,0.8048,0.0197,0.8236
8235,0.8046,0.0196,0.8236
8236,0.8046,0.0194,0.8236
8237,0.8048,0.0192,0.8236
8238,0.8048,0.0192,0.8236
8239,0.8048,0.0192,0.8243
8240,0.8049,0.0192,0.8236
8241,0.8048,0.0193,0.8236
8242,0.8048,0.0194,0.8236
8243,0.8048,0.0194,0.8236
8244,0.8048,0.0193,0.8236
8245,0.8048,0.0194,0.8236
8246,0.8049,0.0194,0.8236
8247,0.8051,0.0194,0.8236
8248,0.8052,0.0193,0.8279
8249,0.8052,0.0194,0.8236
8250,0.8052,0.0193,0.8236
8251,0.8050,0.0193,0.8236
8252,0.8048,0.0195,0.8236
8253,0.8047,0.0199,0.8236
8254,0.8046,0.0201,0.8236
8255,0.8045,0.0201,0.8236
8256,0.8045,0.0200,0.8236
8257,0.8044,0.0201,0.8236
8258,0.8043,0.0205,0.8236
8259,0.8040,0.0209,0.8236
8260,0.8037,0.0218,0.8236
8261,0.8032,0.0229,0.8236
8262,0.8034,0.0226,0.8243
8263,0.8039,0.0214,0.8243
8264,0.8039,0.0216,0.8318
8265,0.8042,0.0209,0.8318
8266,0.8042,0.0210,0.8318
8267,0.8044,0.0205,0.8318
8268,0.8044,0.0205,0.8318
8269,0.8044,0.0207,0.8318
8270,0.8043,0.0211,0.8318
8271,0.8041,0.0211,0.8318
8272,0.8041,0.0212,0.8318
8273,0.8042,0.0212,0.8318
8274,0.8039,0.0218,0.8318
8275,0.8040,0.0214,0.8318
8276,0.8041,0.0212,0.8318
8277,0.8040,0.0215,0.8318
8278,0.8041,0.0213,0.8318
8279,0.8042,0.0212,0.8318
8280,0.8041,0.0211,0.8318
8281,0.8042,0.0209,0.8318
8282,0.8041,0.0211,0.8318
8283,0.8041,0.0210,0.8318
8284,0.8042,0.0210,0.8280
8285,0.8044,0.0211,0.8247
8286,0.8045,0.0211,0.8247
8287,0.8046,0.0211,0.8269
8288,0.8048,0.0212,0.8247
8289,0.8048,0.0212,0.8247
8290,0.8048,0.0214,0.8247
8291,0.8044,0.0227,0.8247
8292,0.8040,0.0237,0.8327
8293,0.8038,0.0241,0.8247
8294,0.8041,0.0234,0.8247
8295,0.8044,0.0224,0.8247
8296,0.8039,0.0231,0.8247
8297,0.8041,0.0227,0.8247
8298,0.8041,0.0228,0.8300
8299,0.8040,0.0230,0.8310
8300,0.8041,0.0229,0.8310
8301,0.8045,0.0225,0.8247
8302,0.8048,0.0225,0.8247
8303,0.8050,0.0225,0.8247
8304,0.8051,0.0225,0.8311
8305,0.8053,0.0222,0.8247
8306,0.8056,0.0218,0.8308
8307,0.8059,0.0217,0.8247
8308,0.8061,0.0217,0.8340
8309,0.8061,0.0219,0.8340
8310,0.8060,0.0221,0.8306
8311,0.8057,0.0224,0.8324
8312,0.8058,0.0224,0.8272
8313,0.8054,0.0226,0.8284
8314,0.8051,0.0232,0.8261
8315,0.8050,0.0226,0.8340
8316,0.8045,0.0226,0.8247
8317,0.8040,0.0223,0.8247
8318,0.8037,0.0223,0.8345
8319,0.8037,0.0219,0.8345
8320,0.8035,0.0218,0.8325
8321,0.8034,0.0217,0.8271
8322,0.8034,0.0215,0.8247
8323,0.8035,0.0217,0.8247
8324,0.8032,0.0221,0.8287
8325,0.8034,0.0218,0.8247
8326,0.8034,0.0219,0.8321
8327,0.8036,0.0220,0.8332
8328,0.8038,0.0221,0.8332
8329,0.8037,0.0222,0.8261
8330,0.8038,0.0220,0.8261
8331,0.8038,0.0219,0.8316
8332,0.8038,0.0217,0.8316
8333,0.8036,0.0217,0.8316
8334,0.8038,0.0216,0.8247
8335,0.8040,0.0217,0.8258
8336,0.8044,0.0215,0.8258
8337,0.8043,0.0215,0.8258
8338,0.8040,0.0216,0.8247
8339,0.8037,0.0221,0.8247
8340,0.8029,0.0232,0.8247
8341,0.8030,0.0234,0.8247
8342,0.8033,0.0233,0.8247
8343,0.8036,0.0233,0.8247
8344,0.8037,0.0236,0.8247
8345,0.8036,0.0236,0.8298
8346,0.8038,0.0235,0.8247
8347,0.8041,0.0231,0.8247
8348,0.8040,0.0229,0.8247
8349,0.8045,0.0226,0.8247
8350,0.8048,0.0226,0.8332
8351,0.8047,0.0227,0.8346
8352,0.8048,0.0227,0.8332
8353,0.8049,0.0227,0.8247
8354,0.8049,0.0228,0.8247
8355,0.8050,0.0229,0.8340
8356,0.8050,0.0230,0.8247
8357,0.8047,0.0233,0.8247
8358,0.8048,0.0239,0.8247
8359,0.8041,0.0256,0.8248
8360,0.8042,0.0253,0.8248
8361,0.8045,0.0246,0.8247
8362,0.8047,0.0244,0.8338
8363,0.8048,0.0245,0.8338
8364,0.8051,0.0245,0.8338
8365,0.8055,0.0248,0.8338
8366,0.8060,0.0248,0.8343
8367,0.8065,0.0250,0.8346
8368,0.8066,0.0253,0.8247
8369,0.8067,0.0249,0.8331
8370,0.8067,0.0248,0.8322
8371,0.8066,0.0251,0.8308
8372,0.8069,0.0250,0.8274
8373,0.8073,0.0246,0.8274
8374,0.8076,0.0244,0.8296
8375,0.8080,0.0244,0.8300
8376,0.8082,0.0246,0.8300
8377,0.8082,0.0243,0.8276
8378,0.8082,0.0243,0.8297
8379,0.8081,0.0245,0.8275
8380,0.8077,0.0255,0.8295
8381,0.8073,0.0264,0.8332
8382,0.8070,0.0266,0.8300
8383,0.8073,0.0261,0.8343
8384,0.8077,0.0254,0.8343
8385,0.8080,0.0251,0.8331
8386,0.8081,0.0255,0.8286
8387,0.8082,0.0260,0.8335
8388,0.8082,0.0262,0.8335
8389,0.8083,0.0264,0.8308
8390,0.8086,0.0262,0.8284
8391,0.8091,0.0262,0.8313
8392,0.8094,0.0261,0.8335
8393,0.8099,0.0256,0.8333
8394,0.8103,0.0251,0.8333
8395,0.8105,0.0249,0.8333
8396,0.8108,0.0247,0.8284
8397,0.8106,0.0253,0.8284
8398,0.8103,0.0258,0.8287
8399,0.8102,0.0266,0.8375
8400,0.8106,0.0264,0.8383
8401,0.8109,0.0259,0.8383
8402,0.8108,0.0264,0.8328
8403,0.8109,0.0264,0.8328
8404,0.8109,0.0262,0.8323
8405,0.8106,0.0265,0.8323
8406,0.8107,0.0264,0.8323
8407,0.8106,0.0268,0.8325
8408,0.8102,0.0274,0.8325
8409,0.8100,0.0277,0.8325
8410,0.8104,0.0270,0.8303
8411,0.8110,0.0268,0.8316
8412,0.8118,0.0257,0.8324
8413,0.8119,0.0259,0.8342
8414,0.8123,0.0254,0.8327
8415,0.8123,0.0255,0.8327
8416,0.8121,0.0259,0.8322
8417,0.8113,0.0271,0.8322
8418,0.8097,0.0293,0.8323
8419,0.8089,0.0301,0.8322
8420,0.8097,0.0291,0.8344
8421,0.8106,0.0284,0.8333
8422,0.8105,0.0287,0.8333
8423,0.8109,0.0283,0.8333
8424,0.8113,0.0280,0.8383
8425,0.8121,0.0268,0.8345
8426,0.8119,0.0270,0.8333
8427,0.8119,0.0267,0.8333
8428,0.8119,0.0268,0.8335
8429,0.8121,0.0268,0.8377
8430,0.8124,0.0267,0.8364
8431,0.8125,0.0269,0.8372
8432,0.8128,0.0267,0.8318
8433,0.8132,0.0265,0.8337
8434,0.8131,0.0267,0.8334
8435,0.8136,0.0263,0.8323
8436,0.8137,0.0262,0.8362
8437,0.8139,0.0260,0.8368
8438,0.8142,0.0258,0.8356
8439,0.8142,0.0257,0.8356
8440,0.8145,0.0255,0.8356
8441,0.8146,0.0255,0.8356
8442,0.8147,0.0256,0.8371
8443,0.8149,0.0256,0.8371
8444,0.8149,0.0258,0.8371
8445,0.8150,0.0260,0.8356
8446,0.8150,0.0264,0.8356
8447,0.8155,0.0262,0.8365
8448,0.8155,0.0263,0.8405
8449,0.8156,0.0262,0.8350
8450,0.8148,0.0276,0.8394
8451,0.8138,0.0291,0.8365
8452,0.8136,0.0294,0.8365
8453,0.8141,0.0288,0.8350
8454,0.8143,0.0284,0.8390
8455,0.8144,0.0285,0.8381
8456,0.8145,0.0284,0.8410
8457,0.8152,0.0277,0.8369
8458,0.8157,0.0274,0.8402
8459,0.8161,0.0267,0.8350
8460,0.8162,0.0266,0.8371
8461,0.8156,0.0268,0.8371
8462,0.8154,0.0265,0.8371
8463,0.8155,0.0259,0.8350
8464,0.8155,0.0258,0.8392
8465,0.8157,0.0257,0.8395
8466,0.8158,0.0258,0.8387
8467,0.8158,0.0260,0.8429
8468,0.8158,0.0260,0.8395
8469,0.8159,0.0258,0.8361
8470,0.8160,0.0259,0.8418
8471,0.8162,0.0258,0.8418
8472,0.8163,0.0259,0.8392
8473,0.8165,0.0257,0.8392
8474,0.8165,0.0260,0.8392
8475,0.8164,0.0259,0.8417
8476,0.8164,0.0259,0.8398
8477,0.8164,0.0259,0.8369
8478,0.8164,0.0260,0.8369
8479,0.8165,0.0258,0.8357
8480,0.8166,0.0258,0.8409
8481,0.8167,0.0260,0.8424
8482,0.8169,0.0258,0.8424
8483,0.8171,0.0258,0.8428
8484,0.8172,0.0259,0.8438
8485,0.8172,0.0259,0.8424
8486,0.8171,0.0259,0.8424
8487,0.8170,0.0259,0.8424
8488,0.8171,0.0259,0.8424
8489,0.8172,0.0259,0.8401
8490,0.8174,0.0259,0.8404
8491,0.8175,0.0258,0.8404
8492,0.8176,0.0258,0.8404
8493,0.8177,0.0259,0.8408
8494,0.8176,0.0263,0.8387
8495,0.8173,0.0272,0.8357
8496,0.8175,0.0270,0.8437
8497,0.8175,0.0269,0.8445
8498,0.8172,0.0275,0.8445
8499,0.8171,0.0279,0.8387
8500,0.8172,0.0277,0.8387
8501,0.8175,0.0278,0.8455
8502,0.8177,0.0276,0.8366
8503,0.8179,0.0271,0.8437
8504,0.8181,0.0269,0.8384
8505,0.8180,0.0269,0.8409
8506,0.8181,0.0270,0.8412
8507,0.8181,0.0270,0.8412
8508,0.8182,0.0270,0.8415
8509,0.8182,0.0268,0.8415
8510,0.8184,0.0266,0.8423
8511,0.8172,0.0290,0.8423
8512,0.8170,0.0293,0.8423
8513,0.8173,0.0288,0.8357
8514,0.8177,0.0289,0.8425
8515,0.8180,0.0287,0.8416
8516,0.8182,0.0284,0.8441
8517,0.8186,0.0279,0.8441
8518,0.8188,0.0284,0.8441
8519,0.8191,0.0283,0.8450
8520,0.8195,0.0278,0.8450
8521,0.8197,0.0278,0.8450
8522,0.8198,0.0279,0.8450
8523,0.8199,0.0282,0.8453
8524,0.8193,0.0286,0.8450
8525,0.8186,0.0296,0.8450
8526,0.8173,0.0312,0.8450
8527,0.8171,0.0314,0.8456
8528,0.8179,0.0309,0.8456
8529,0.8184,0.0302,0.8456
8530,0.8186,0.0299,0.8456
8531,0.8188,0.0296,0.8531
8532,0.8193,0.0291,0.8531
8533,0.8197,0.0288,0.8450
8534,0.8199,0.0287,0.8450
8535,0.8207,0.0276,0.8450
8536,0.8213,0.0278,0.8489
8537,0.8213,0.0278,0.8464
8538,0.8214,0.0277,0.8464
8539,0.8216,0.0275,0.8473
8540,0.8216,0.0275,0.8462
8541,0.8219,0.0274,0.8450
8542,0.8220,0.0273,0.8450
8543,0.8220,0.0274,0.8468
8544,0.8218,0.0276,0.8450
8545,0.8219,0.0276,0.8450
8546,0.8222,0.0272,0.8471
8547,0.8225,0.0269,0.8471
8548,0.8224,0.0269,0.8498
8549,0.8222,0.0276,0.8461
8550,0.8219,0.0279,0.8450
8551,0.8218,0.0280,0.8450
8552,0.8219,0.0279,0.8450
8553,0.8220,0.0278,0.8450
8554,0.8223,0.0276,0.8450
8555,0.8224,0.0277,0.8450
8556,0.8225,0.0276,0.8509
8557,0.8229,0.0275,0.8462
8558,0.8233,0.0273,0.8462
8559,0.8235,0.0276,0.8531
8560,0.8235,0.0278,0.8456
8561,0.8239,0.0278,0.8463
8562,0.8242,0.0280,0.8463
8563,0.8243,0.0281,0.8463
8564,0.8223,0.0311,0.8463
8565,0.8218,0.0322,0.8487
8566,0.8212,0.0330,0.8487
8567,0.8209,0.0333,0.8463
8568,0.8212,0.0330,0.8545
8569,0.8222,0.0320,0.8541
8570,0.8225,0.0315,0.8472
8571,0.8223,0.0317,0.8450
8572,0.8227,0.0314,0.8506
8573,0.8230,0.0310,0.8450
8574,0.8234,0.0307,0.8526
8575,0.8237,0.0301,0.8509
8576,0.8237,0.0302,0.8450
8577,0.8235,0.0304,0.8529
8578,0.8236,0.0307,0.8529
8579,0.8239,0.0306,0.8463
8580,0.8237,0.0309,0.8450
8581,0.8237,0.0310,0.8450
8582,0.8242,0.0305,0.8474
8583,0.8241,0.0305,0.8513
8584,0.8242,0.0304,0.8450
8585,0.8242,0.0305,0.8463
8586,0.8240,0.0307,0.8450
8587,0.8238,0.0312,0.8480
8588,0.8237,0.0312,0.8467
8589,0.8237,0.0311,0.8464
8590,0.8239,0.0313,0.8499
8591,0.8243,0.0311,0.8458
8592,0.8244,0.0312,0.8535
8593,0.8246,0.0312,0.8533
8594,0.8250,0.0311,0.8478
8595,0.8253,0.0311,0.8478
8596,0.8253,0.0310,0.8516
8597,0.8253,0.0310,0.8516
8598,0.8251,0.0315,0.8514
8599,0.8254,0.0314,0.8521
8600,0.8255,0.0310,0.8521
8601,0.8252,0.0307,0.8514
8602,0.8243,0.0309,0.8560
8603,0.8234,0.0311,0.8534
8604,0.8230,0.0311,0.8535
8605,0.8231,0.0313,0.8535
8606,0.8223,0.0329,0.8514
8607,0.8226,0.0328,0.8608
8608,0.8228,0.0326,0.8517
8609,0.8230,0.0326,0.8610
8610,0.8236,0.0321,0.8520
8611,0.8238,0.0322,0.8557
8612,0.8216,0.0364,0.8557
8613,0.8160,0.0450,0.8546
8614,0.8113,0.0501,0.8596
8615,0.8103,0.0516,0.8541
8616,0.8111,0.0509,0.8545
8617,0.8128,0.0491,0.8565
8618,0.8158,0.0452,0.8565
8619,0.8174,0.0424,0.8542
8620,0.8184,0.0405,0.8531
8621,0.8190,0.0396,0.8531
8622,0.8194,0.0396,0.8516
8623,0.8206,0.0385,0.8516
8624,0.8212,0.0378,0.8516
8625,0.8221,0.0366,0.8478
8626,0.8230,0.0353,0.8478
8627,0.8233,0.0346,0.8478
8628,0.8235,0.0343,0.8509
8629,0.8236,0.0343,0.8478
8630,0.8233,0.0347,0.8478
8631,0.8234,0.0347,0.8516
8632,0.8236,0.0347,0.8515
8633,0.8241,0.0339,0.8515
8634,0.8243,0.0334,0.8515
8635,0.8244,0.0334,0.8515
8636,0.8244,0.0330,0.8515
8637,0.8241,0.0330,0.8515
8638,0.8239,0.0332,0.8515
8639,0.8241,0.0330,0.8515
8640,0.8241,0.0329,0.8515
8641,0.8236,0.0335,0.8515
8642,0.8229,0.0346,0.8515
8643,0.8219,0.0361,0.8515
8644,0.8223,0.0360,0.8483
8645,0.8227,0.0353,0.8477
8646,0.8240,0.0339,0.8469
8647,0.8245,0.0335,0.8526
8648,0.8249,0.0331,0.8486
8649,0.8252,0.0332,0.8486
8650,0.8254,0.0329,0.8503
8651,0.8255,0.0330,0.8503
8652,0.8256,0.0334,0.8503
8653,0.8260,0.0330,0.8503
8654,0.8262,0.0331,0.8508
8655,0.8264,0.0329,0.8483
8656,0.8265,0.0326,0.8490
8657,0.8266,0.0326,0.8478
8658,0.8269,0.0325,0.8497
8659,0.8270,0.0325,0.8497
8660,0.8270,0.0325,0.8478
8661,0.8273,0.0322,0.8500
8662,0.8279,0.0317,0.8463
8663,0.8281,0.0316,0.8507
8664,0.8283,0.0315,0.8487
8665,0.8284,0.0316,0.8472
8666,0.8283,0.0316,0.8533
8667,0.8283,0.0317,0.8511
8668,0.8285,0.0316,0.8491
8669,0.8283,0.0315,0.8494
8670,0.8283,0.0313,0.8520
8671,0.8284,0.0310,0.8489
8672,0.8282,0.0312,0.8486
8673,0.8282,0.0312,0.8505
8674,0.8282,0.0313,0.8472
8675,0.8283,0.0312,0.8489
8676,0.8283,0.0312,0.8498
8677,0.8284,0.0314,0.8507
8678,0.8283,0.0317,0.8489
8679,0.8285,0.0318,0.8549
8680,0.8285,0.0319,0.8499
8681,0.8282,0.0319,0.8497
8682,0.8283,0.0318,0.8500
8683,0.8282,0.0319,0.8500
8684,0.8283,0.0318,0.8494
8685,0.8285,0.0317,0.8521
8686,0.8287,0.0317,0.8527
8687,0.8290,0.0316,0.8527
8688,0.8290,0.0316,0.8527
8689,0.8289,0.0316,0.8527
8690,0.8290,0.0315,0.8527
8691,0.8292,0.0313,0.8499
8692,0.8294,0.0314,0.8518
8693,0.8296,0.0313,0.8489
8694,0.8294,0.0315,0.8545
8695,0.8294,0.0315,0.8544
8696,0.8297,0.0312,0.8544
8697,0.8296,0.0313,0.8528
8698,0.8296,0.0312,0.8528
8699,0.8296,0.0310,0.8510
8700,0.8297,0.0309,0.8497
8701,0.8299,0.0307,0.8465
8702,0.8301,0.0303,0.8544
8703,0.8301,0.0302,0.8472
8704,0.8299,0.0311,0.8511
8705,0.8300,0.0315,0.8497
8706,0.8303,0.0310,0.8489
8707,0.8305,0.0308,0.8512
8708,0.8304,0.0308,0.8499
8709,0.8306,0.0308,0.8499
8710,0.8306,0.0308,0.8528
8711,0.8306,0.0308,0.8528
8712,0.8308,0.0308,0.8528
8713,0.8311,0.0307,0.8528
8714,0.8313,0.0305,0.8549
8715,0.8314,0.0303,0.8572
8716,0.8299,0.0329,0.8572
8717,0.8257,0.0383,0.8545
8718,0.8226,0.0416,0.8545
8719,0.8216,0.0425,0.8499
8720,0.8216,0.0427,0.8499
8721,0.8225,0.0418,0.8499
8722,0.8236,0.0406,0.8534
8723,0.8249,0.0393,0.8499
8724,0.8257,0.0386,0.8499
8725,0.8270,0.0370,0.8523
8726,0.8282,0.0356,0.8523
8727,0.8287,0.0348,0.8523
8728,0.8293,0.0338,0.8523
8729,0.8297,0.0332,0.8523
8730,0.8308,0.0314,0.8523
8731,0.8315,0.0306,0.8523
8732,0.8328,0.0294,0.8523
8733,0.8331,0.0290,0.8523
8734,0.8333,0.0287,0.8523
8735,0.8335,0.0285,0.8589
8736,0.8336,0.0283,0.8589
8737,0.8337,0.0280,0.8589
8738,0.8339,0.0274,0.8585
8739,0.8341,0.0272,0.8585
8740,0.8342,0.0274,0.8523
8741,0.8340,0.0278,0.8523
8742,0.8336,0.0288,0.8526
8743,0.8338,0.0286,0.8520
8744,0.8333,0.0296,0.8500
8745,0.8329,0.0305,0.8569
8746,0.8332,0.0299,0.8546
8747,0.8330,0.0300,0.8523
8748,0.8331,0.0299,0.8545
8749,0.8332,0.0299,0.8567
8750,0.8333,0.0299,0.8553
8751,0.8331,0.0301,0.8553
8752,0.8332,0.0304,0.8553
8753,0.8334,0.0300,0.8553
8754,0.8337,0.0295,0.8557
8755,0.8335,0.0300,0.8582
8756,0.8339,0.0293,0.8560
8757,0.8334,0.0302,0.8560
8758,0.8334,0.0299,0.8553
8759,0.8334,0.0300,0.8553
8760,0.8336,0.0299,0.8596
8761,0.8340,0.0295,0.8558
8762,0.8343,0.0289,0.8590
8763,0.8346,0.0286,0.8554
8764,0.8347,0.0286,0.8553
8765,0.8351,0.0278,0.8584
8766,0.8352,0.0278,0.8590
8767,0.8355,0.0273,0.8522
8768,0.8356,0.0270,0.8566
8769,0.8356,0.0273,0.8566
8770,0.8358,0.0270,0.8595
8771,0.8359,0.0270,0.8581
8772,0.8356,0.0281,0.8515
8773,0.8356,0.0282,0.8576
8774,0.8357,0.0277,0.8577
8775,0.8360,0.0271,0.8577
8776,0.8361,0.0272,0.8546
8777,0.8359,0.0280,0.8525
8778,0.8360,0.0284,0.8584
8779,0.8365,0.0279,0.8581
8780,0.8367,0.0282,0.8544
8781,0.8369,0.0281,0.8583
8782,0.8370,0.0283,0.8583
8783,0.8368,0.0284,0.8583
8784,0.8370,0.0279,0.8583
8785,0.8371,0.0280,0.8583
8786,0.8373,0.0277,0.8583
8787,0.8373,0.0278,0.8591
8788,0.8376,0.0272,0.8583
8789,0.8376,0.0274,0.8583
8790,0.8377,0.0274,0.8583
8791,0.8376,0.0273,0.8678
8792,0.8376,0.0273,0.8583
8793,0.8377,0.0272,0.8583
8794,0.8379,0.0270,0.8591
8795,0.8381,0.0271,0.8591
8796,0.8380,0.0271,0.8595
8797,0.8378,0.0272,0.8595
8798,0.8378,0.0272,0.8585
8799,0.8379,0.0269,0.8585
8800,0.8382,0.0265,0.8588
8801,0.8384,0.0265,0.8595
8802,0.8384,0.0266,0.8591
8803,0.8386,0.0266,0.8591
8804,0.8388,0.0266,0.8592
8805,0.8390,0.0266,0.8598
8806,0.8392,0.0265,0.8583
8807,0.8393,0.0263,0.8583
8808,0.8393,0.0264,0.8594
8809,0.8394,0.0265,0.8583
8810,0.8394,0.0265,0.8583
8811,0.8395,0.0265,0.8583
8812,0.8396,0.0265,0.8603
8813,0.8396,0.0265,0.8583
8814,0.8397,0.0268,0.8595
8815,0.8395,0.0270,0.8620
8816,0.8396,0.0268,0.8595
8817,0.8398,0.0267,0.8584
8818,0.8400,0.0263,0.8586
8819,0.8402,0.0260,0.8590
8820,0.8402,0.0262,0.8587
8821,0.8402,0.0262,0.8596
8822,0.8401,0.0261,0.8565
8823,0.8402,0.0258,0.8562
8824,0.8402,0.0258,0.8593
8825,0.8401,0.0261,0.8607
8826,0.8398,0.0265,0.8587
8827,0.8396,0.0271,0.8587
8828,0.8400,0.0265,0.8583
8829,0.8398,0.0267,0.8578
8830,0.8399,0.0270,0.8585
8831,0.8398,0.0276,0.8558
8832,0.8401,0.0269,0.8604
8833,0.8404,0.0263,0.8604
8834,0.8403,0.0266,0.8604
8835,0.8405,0.0261,0.8612
8836,0.8406,0.0261,0.8590
8837,0.8405,0.0261,0.8590
8838,0.8405,0.0261,0.8590
8839,0.8410,0.0259,0.8590
8840,0.8413,0.0256,0.8590
8841,0.8415,0.0255,0.8601
8842,0.8416,0.0255,0.8591
8843,0.8416,0.0257,0.8619
8844,0.8418,0.0258,0.8609
8845,0.8421,0.0254,0.8637
8846,0.8425,0.0255,0.8633
8847,0.8428,0.0256,0.8628
8848,0.8431,0.0258,0.8681
8849,0.8434,0.0256,0.8628
8850,0.8435,0.0257,0.8657
8851,0.8437,0.0256,0.8632
8852,0.8439,0.0256,0.8681
8853,0.8440,0.0256,0.8676
8854,0.8443,0.0254,0.8685
8855,0.8443,0.0253,0.8685
8856,0.8442,0.0253,0.8628
8857,0.8440,0.0254,0.8628
8858,0.8437,0.0264,0.8640
8859,0.8434,0.0270,0.8640
8860,0.8436,0.0266,0.8656
8861,0.8435,0.0266,0.8656
8862,0.8434,0.0272,0.8726
8863,0.8439,0.0266,0.8726
8864,0.8444,0.0259,0.8713
8865,0.8447,0.0253,0.8757
8866,0.8449,0.0256,0.8757
8867,0.8450,0.0258,0.8676
8868,0.8448,0.0261,0.8764
8869,0.8448,0.0261,0.8676
8870,0.8450,0.0264,0.8704
8871,0.8452,0.0261,0.8710
8872,0.8452,0.0261,0.8710
8873,0.8454,0.0256,0.8749
8874,0.8457,0.0250,0.8749
8875,0.8459,0.0251,0.8752
8876,0.8461,0.0248,0.8752
8877,0.8462,0.0243,0.8719
8878,0.8464,0.0241,0.8719
8879,0.8464,0.0243,0.8701
8880,0.8464,0.0246,0.8715
8881,0.8466,0.0246,0.8701
8882,0.8464,0.0248,0.8733
8883,0.8467,0.0244,0.8669
8884,0.8476,0.0219,0.8665
8885,0.8477,0.0220,0.8665
8886,0.8476,0.0220,0.8665
8887,0.8474,0.0224,0.8665
8888,0.8471,0.0229,0.8665
8889,0.8473,0.0225,0.8665
8890,0.8475,0.0221,0.8748
8891,0.8477,0.0216,0.8748
8892,0.8478,0.0217,0.8738
8893,0.8479,0.0217,0.8738
8894,0.8480,0.0213,0.8728
8895,0.8479,0.0217,0.8694
8896,0.8481,0.0213,0.8694
8897,0.8482,0.0214,0.8752
8898,0.8479,0.0214,0.8694
8899,0.8480,0.0209,0.8746
8900,0.8478,0.0214,0.8694
8901,0.8478,0.0219,0.8755
8902,0.8477,0.0220,0.8755
8903,0.8478,0.0221,0.8755
8904,0.8477,0.0230,0.8755
8905,0.8482,0.0226,0.8755
8906,0.8484,0.0226,0.8724
8907,0.8484,0.0226,0.8727
8908,0.8483,0.0226,0.8724
8909,0.8481,0.0225,0.8694
8910,0.8478,0.0225,0.8762
8911,0.8476,0.0224,0.8722
8912,0.8478,0.0220,0.8722
8913,0.8479,0.0220,0.8722
8914,0.8482,0.0216,0.8761
8915,0.8483,0.0217,0.8715
8916,0.8486,0.0218,0.8721
8917,0.8487,0.0218,0.8697
8918,0.8489,0.0218,0.8697
8919,0.8489,0.0219,0.8697
8920,0.8489,0.0219,0.8703
8921,0.8488,0.0219,0.8702
8922,0.8485,0.0224,0.8723
8923,0.8485,0.0233,0.8760
8924,0.8488,0.0224,0.8760
8925,0.8487,0.0233,0.8748
8926,0.8488,0.0237,0.8787
8927,0.8493,0.0234,0.8764
8928,0.8498,0.0227,0.8748
8929,0.8502,0.0227,0.8751
8930,0.8506,0.0224,0.8753
8931,0.8507,0.0224,0.8753
8932,0.8508,0.0224,0.8748
8933,0.8510,0.0225,0.8748
8934,0.8510,0.0226,0.8751
8935,0.8513,0.0226,0.8751
8936,0.8513,0.0227,0.8748
8937,0.8511,0.0225,0.8748
8938,0.8511,0.0224,0.8748
8939,0.8510,0.0228,0.8760
8940,0.8512,0.0228,0.8770
8941,0.8512,0.0230,0.8770
8942,0.8509,0.0233,0.8749
8943,0.8505,0.0238,0.8757
8944,0.8500,0.0247,0.8762
8945,0.8501,0.0244,0.8748
8946,0.8504,0.0240,0.8748
8947,0.8504,0.0245,0.8762
8948,0.8501,0.0263,0.8769
8949,0.8491,0.0297,0.8768
8950,0.8491,0.0295,0.8768
8951,0.8498,0.0292,0.8781
8952,0.8501,0.0292,0.8781
8953,0.8503,0.0293,0.8768
8954,0.8510,0.0277,0.8768
8955,0.8514,0.0271,0.8768
8956,0.8516,0.0270,0.8768
8957,0.8518,0.0267,0.8768
8958,0.8520,0.0261,0.8768
8959,0.8523,0.0258,0.8768
8960,0.8524,0.0266,0.8768
8961,0.8526,0.0266,0.8795
8962,0.8529,0.0263,0.8795
8963,0.8530,0.0264,0.8778
8964,0.8533,0.0257,0.8778
8965,0.8535,0.0261,0.8811
8966,0.8539,0.0254,0.8832
8967,0.8541,0.0256,0.8832
8968,0.8542,0.0248,0.8768
8969,0.8543,0.0248,0.8755
8970,0.8543,0.0248,0.8810
8971,0.8543,0.0249,0.8810
8972,0.8541,0.0253,0.8755
8973,0.8529,0.0287,0.8831
8974,0.8513,0.0331,0.8831
8975,0.8510,0.0334,0.8831
8976,0.8517,0.0318,0.8785
8977,0.8524,0.0302,0.8761
8978,0.8527,0.0298,0.8761
8979,0.8527,0.0295,0.8764
8980,0.8527,0.0296,0.8762
8981,0.8532,0.0290,0.8762
8982,0.8536,0.0286,0.8801
8983,0.8538,0.0286,0.8801
8984,0.8541,0.0276,0.8858
8985,0.8540,0.0272,0.8801
8986,0.8545,0.0260,0.8824
8987,0.8547,0.0256,0.8759
8988,0.8548,0.0252,0.8759
8989,0.8551,0.0244,0.8784
8990,0.8551,0.0248,0.8784
8991,0.8556,0.0244,0.8807
8992,0.8553,0.0247,0.8821
8993,0.8552,0.0244,0.8754
8994,0.8553,0.0244,0.8770
8995,0.8557,0.0239,0.8759
8996,0.8561,0.0234,0.8836
8997,0.8565,0.0233,0.8759
8998,0.8565,0.0232,0.8811
