gen,mean p,sigma p,max p
7387,0.2097,0.1179,0.3364
7388,0.2097,0.1179,0.3364
7389,0.2097,0.1179,0.3364
7390,0.2097,0.1179,0.3364
7391,0.2097,0.1179,0.3364
7392,0.2097,0.1179,0.3364
7393,0.2097,0.1179,0.3364
7394,0.2097,0.1179,0.3364
7395,0.2097,0.1179,0.3364
7396,0.2097,0.1179,0.3364
7397,0.2097,0.1179,0.3364
7398,0.2097,0.1179,0.3364
7399,0.2097,0.1179,0.3364
7400,0.2097,0.1179,0.3364
7401,0.2097,0.1179,0.3364
7402,0.2097,0.1179,0.3364
7403,0.2097,0.1179,0.3364
7404,0.2097,0.1179,0.3364
7405,0.2097,0.1179,0.3364
7406,0.2097,0.1179,0.3364
7407,0.2097,0.1179,0.3364
7408,0.2097,0.1179,0.3364
7409,0.2097,0.1179,0.3364
7410,0.2097,0.1179,0.3364
7411,0.2097,0.1179,0.3364
7412,0.2097,0.1179,0.3364
7413,0.2097,0.1179,0.3364
7414,0.2097,0.1179,0.3364
7415,0.2097,0.1179,0.3364
7416,0.2097,0.1179,0.3364
7417,0.2097,0.1179,0.3364
7418,0.2097,0.1179,0.3364
7419,0.2097,0.1179,0.3364
7420,0.2097,0.1179,0.3364
7421,0.2097,0.1179,0.3364
7422,0.2097,0.1179,0.3364
7423,0.2097,0.1179,0.3364
7424,0.2097,0.1179,0.3364
7425,0.2097,0.1179,0.3364
7426,0.2097,0.1179,0.3364
7427,0.2097,0.1179,0.3364
7428,0.2097,0.1179,0.3364
7429,0.2097,0.1179,0.3364
7430,0.2097,0.1179,0.3364
7431,0.2097,0.1179,0.3364
7432,0.2097,0.1179,0.3364
7433,0.2097,0.1179,0.3364
7434,0.2097,0.1179,0.3364
7435,0.2097,0.1179,0.3364
7436,0.2097,0.1179,0.3364
7437,0.2097,0.1179,0.3364
7438,0.2097,0.1179,0.3364
7439,0.2097,0.1179,0.3364
7440,0.2097,0.1179,0.3364
7441,0.2097,0.1179,0.3364
7442,0.2097,0.1179,0.3364
7443,0.2097,0.1179,0.3364
7444,0.2097,0.1179,0.3364
7445,0.2097,0.1179,0.3364
7446,0.2097,0.1179,0.3364
7447,0.2097,0.1179,0.3364
7448,0.2097,0.1179,0.3364
7449,0.2097,0.1179,0.3364
7450,0.2097,0.1179,0.3364
7451,0.2097,0.1179,0.3364
7452,0.2097,0.1179,0.3364
7453,0.2097,0.1179,0.3364
7454,0.2097,0.1179,0.3364
7455,0.2097,0.1179,0.3364
7456,0.2097,0.1179,0.3364
7457,0.2097,0.1179,0.3364
7458,0.2097,0.1179,0.3364
7459,0.2097,0.1179,0.3364
7460,0.2097,0.1179,0.3364
7461,0.2097,0.1179,0.3364
7462,0.2097,0.1179,0.3364
7463,0.2097,0.1179,0.3364
7464,0.2097,0.1179,0.3364
7465,0.2097,0.1179,0.3364
7466,0.2097,0.1179,0.3364
7467,0.2097,0.1179,0.3364
7468,0.2097,0.1179,0.3364
7469,0.2097,0.1179,0.3364
7470,0.2097,0.1179,0.3364
7471,0.2097,0.1179,0.3364
7472,0.2097,0.1179,0.3364
7473,0.2097,0.1179,0.3364
7474,0.2097,0.1179,0.3364
7475,0.2097,0.1179,0.3364
7476,0.2097,0.1179,0.3364
7477,0.2097,0.1179,0.3364
7478,0.2097,0.1179,0.3364
7479,0.2097,0.1179,0.3364
7480,0.2097,0.1179,0.3364
7481,0.2097,0.1179,0.3364
7482,0.2097,0.1179,0.3364
7483,0.2097,0.1179,0.3364
7484,0.2097,0.1179,0.3364
7485,0.2097,0.1179,0.3364
7486,0.2097,0.1179,0.3364
7487,0.2097,0.1179,0.3364
7488,0.2097,0.1179,0.3364
7489,0.2097,0.1179,0.3364
7490,0.2097,0.1179,0.3364
7491,0.2097,0.1179,0.3364
7492,0.2097,0.1179,0.3364
7493,0.2097,0.1179,0.3364
7494,0.2097,0.1179,0.3364
7495,0.2097,0.1179,0.3364
7496,0.2097,0.1179,0.3364
7497,0.2097,0.1179,0.3364
7498,0.2097,0.1179,0.3364
7499,0.2097,0.1179,0.3364
7500,0.2097,0.1179,0.3364
7501,0.2097,0.1179,0.3364
7502,0.2097,0.1179,0.3364
7503,0.2097,0.1179,0.3364
7504,0.2097,0.1179,0.3364
7505,0.2097,0.1179,0.3364
7506,0.2097,0.1179,0.3364
7507,0.2097,0.1179,0.3364
7508,0.2097,0.1179,0.3364
7509,0.2097,0.1179,0.3364
7510,0.2097,0.1179,0.3364
7511,0.2097,0.1179,0.3364
7512,0.2097,0.1179,0.3364
7513,0.2097,0.1179,0.3364
7514,0.2097,0.1179,0.3364
7515,0.2097,0.1179,0.3364
7516,0.2097,0.1179,0.3364
7517,0.2097,0.1179,0.3364
7518,0.2097,0.1179,0.3364
7519,0.2097,0.1179,0.3364
7520,0.2097,0.1179,0.3364
7521,0.2097,0.1179,0.3364
7522,0.2097,0.1179,0.3364
7523,0.2097,0.1179,0.3364
7524,0.2097,0.1179,0.3364
7525,0.2097,0.1179,0.3364
7526,0.2097,0.1179,0.3364
7527,0.2097,0.1179,0.3364
7528,0.2097,0.1179,0.3364
7529,0.2097,0.1179,0.3364
7530,0.2097,0.1179,0.3364
7531,0.2097,0.1179,0.3364
7532,0.2097,0.1179,0.3364
7533,0.2097,0.1179,0.3364
7534,0.2097,0.1179,0.3364
7535,0.2097,0.1179,0.3364
7536,0.2097,0.1179,0.3364
7537,0.2097,0.1179,0.3364
7538,0.2097,0.1179,0.3364
7539,0.2097,0.1179,0.3364
7540,0.2097,0.1179,0.3364
7541,0.2097,0.1179,0.3364
7542,0.2097,0.1179,0.3364
7543,0.2097,0.1179,0.3364
7544,0.2097,0.1179,0.3364
7545,0.2097,0.1179,0.3364
7546,0.2097,0.1179,0.3364
7547,0.2097,0.1179,0.3364
7548,0.2097,0.1179,0.3364
7549,0.2097,0.1179,0.3364
7550,0.2097,0.1179,0.3364
7551,0.2097,0.1179,0.3364
7552,0.2097,0.1179,0.3364
7553,0.2097,0.1179,0.3364
7554,0.2097,0.1179,0.3364
7555,0.2097,0.1179,0.3364
7556,0.2097,0.1179,0.3364
7557,0.2097,0.1179,0.3364
7558,0.2097,0.1179,0.3364
7559,0.2097,0.1179,0.3364
7560,0.2097,0.1179,0.3364
7561,0.2097,0.1179,0.3364
7562,0.2097,0.1179,0.3364
7563,0.2097,0.1179,0.3364
7564,0.2097,0.1179,0.3364
7565,0.2097,0.1179,0.3364
7566,0.2097,0.1179,0.3364
7567,0.2097,0.1179,0.3364
7568,0.2097,0.1179,0.3364
7569,0.2097,0.1179,0.3364
7570,0.2097,0.1179,0.3364
7571,0.2097,0.1179,0.3364
7572,0.2097,0.1179,0.3364
7573,0.2097,0.1179,0.3364
7574,0.2097,0.1179,0.3364
7575,0.2097,0.1179,0.3364
7576,0.2097,0.1179,0.3364
7577,0.2097,0.1179,0.3364
7578,0.2097,0.1179,0.3364
7579,0.2097,0.1179,0.3364
7580,0.2097,0.1179,0.3364
7581,0.2097,0.1179,0.3364
7582,0.2097,0.1179,0.3364
7583,0.2097,0.1179,0.3364
7584,0.2097,0.1179,0.3364
7585,0.2097,0.1179,0.3364
7586,0.2097,0.1179,0.3364
7587,0.2097,0.1179,0.3364
7588,0.2097,0.1179,0.3364
7589,0.2097,0.1179,0.3364
7590,0.2097,0.1179,0.3364
7591,0.2097,0.1179,0.3364
7592,0.2097,0.1179,0.3364
7593,0.2097,0.1179,0.3364
7594,0.2097,0.1179,0.3364
7595,0.2097,0.1179,0.3364
7596,0.2097,0.1179,0.3364
7597,0.2097,0.1179,0.3364
7598,0.2097,0.1179,0.3364
7599,0.2097,0.1179,0.3364
7600,0.2097,0.1179,0.3364
7601,0.2097,0.1179,0.3364
7602,0.2097,0.1179,0.3364
7603,0.2097,0.1179,0.3364
7604,0.2097,0.1179,0.3364
7605,0.2097,0.1179,0.3364
7606,0.2097,0.1179,0.3364
7607,0.2097,0.1179,0.3364
7608,0.2097,0.1179,0.3364
7609,0.2097,0.1179,0.3364
7610,0.2097,0.1179,0.3364
7611,0.2097,0.1179,0.3364
7612,0.2097,0.1179,0.3364
7613,0.2097,0.1179,0.3364
7614,0.2097,0.1179,0.3364
7615,0.2097,0.1179,0.3364
7616,0.2097,0.1179,0.3364
7617,0.2097,0.1179,0.3364
7618,0.2097,0.1179,0.3364
7619,0.2097,0.1179,0.3364
7620,0.2097,0.1179,0.3364
7621,0.2097,0.1179,0.3364
7622,0.2097,0.1179,0.3364
7623,0.2097,0.1179,0.3364
7624,0.2097,0.1179,0.3364
7625,0.2097,0.1179,0.3364
7626,0.2097,0.1179,0.3364
7627,0.2097,0.1179,0.3364
7628,0.2097,0.1179,0.3364
7629,0.2097,0.1179,0.3364
7630,0.2097,0.1179,0.3364
7631,0.2097,0.1179,0.3364
7632,0.2097,0.1179,0.3364
7633,0.2097,0.1179,0.3364
7634,0.2097,0.1179,0.3364
7635,0.2097,0.1179,0.3364
7636,0.2097,0.1179,0.3364
7637,0.2097,0.1179,0.3364
7638,0.2097,0.1179,0.3364
7639,0.2097,0.1179,0.3364
7640,0.2097,0.1179,0.3364
7641,0.2097,0.1179,0.3364
7642,0.2097,0.1179,0.3364
7643,0.2097,0.1179,0.3364
7644,0.2097,0.1179,0.3364
7645,0.2097,0.1179,0.3364
7646,0.2097,0.1179,0.3364
7647,0.2097,0.1179,0.3364
7648,0.2097,0.1179,0.3364
7649,0.2097,0.1179,0.3364
7650,0.2097,0.1179,0.3364
7651,0.2097,0.1179,0.3364
7652,0.2097,0.1179,0.3364
7653,0.2097,0.1179,0.3364
7654,0.2097,0.1179,0.3364
7655,0.2097,0.1179,0.3364
7656,0.2097,0.1179,0.3364
7657,0.2097,0.1179,0.3364
7658,0.2097,0.1179,0.3364
7659,0.2097,0.1179,0.3364
7660,0.2097,0.1179,0.3364
7661,0.2097,0.1179,0.3364
7662,0.2097,0.1179,0.3364
7663,0.2097,0.1179,0.3364
7664,0.2097,0.1179,0.3364
7665,0.2097,0.1179,0.3364
7666,0.2097,0.1179,0.3364
7667,0.2097,0.1179,0.3364
7668,0.2097,0.1179,0.3364
7669,0.2097,0.1179,0.3364
7670,0.2097,0.1179,0.3364
7671,0.2097,0.1179,0.3364
7672,0.2097,0.1179,0.3364
7673,0.2097,0.1179,0.3364
7674,0.2097,0.1179,0.3364
7675,0.2097,0.1179,0.3364
7676,0.2097,0.1179,0.3364
7677,0.2097,0.1179,0.3364
7678,0.2097,0.1179,0.3364
7679,0.2097,0.1179,0.3364
7680,0.2097,0.1179,0.3364
7681,0.2097,0.1179,0.3364
7682,0.2097,0.1179,0.3364
7683,0.2097,0.1179,0.3364
7684,0.2097,0.1179,0.3364
7685,0.2097,0.1179,0.3364
7686,0.2097,0.1179,0.3364
7687,0.2097,0.1179,0.3364
7688,0.2097,0.1179,0.3364
7689,0.2097,0.1179,0.3364
7690,0.2097,0.1179,0.3364
7691,0.2097,0.1179,0.3364
7692,0.2097,0.1179,0.3364
7693,0.2097,0.1179,0.3364
7694,0.2097,0.1179,0.3364
7695,0.2097,0.1179,0.3364
7696,0.2097,0.1179,0.3364
7697,0.2097,0.1179,0.3364
7698,0.2097,0.1179,0.3364
7699,0.2097,0.1179,0.3364
7700,0.2097,0.1179,0.3364
7701,0.2097,0.1179,0.3364
7702,0.2097,0.1179,0.3364
7703,0.2097,0.1179,0.3364
7704,0.2097,0.1179,0.3364
7705,0.2097,0.1179,0.3364
7706,0.2097,0.1179,0.3364
7707,0.2097,0.1179,0.3364
7708,0.2097,0.1179,0.3364
7709,0.2097,0.1179,0.3364
7710,0.2097,0.1179,0.3364
7711,0.2097,0.1179,0.3364
7712,0.2097,0.1179,0.3364
7713,0.2097,0.1179,0.3364
7714,0.2097,0.1179,0.3364
7715,0.2097,0.1179,0.3364
7716,0.2097,0.1179,0.3364
7717,0.2097,0.1179,0.3364
7718,0.2097,0.1179,0.3364
7719,0.2097,0.1179,0.3364
7720,0.2097,0.1179,0.3364
7721,0.2097,0.1179,0.3364
7722,0.2097,0.1179,0.3364
7723,0.2097,0.1179,0.3364
7724,0.2097,0.1179,0.3364
7725,0.2097,0.1179,0.3364
7726,0.2097,0.1179,0.3364
7727,0.2097,0.1179,0.3364
7728,0.2097,0.1179,0.3364
7729,0.2097,0.1179,0.3364
7730,0.2097,0.1179,0.3364
7731,0.2097,0.1179,0.3364
7732,0.2097,0.1179,0.3364
7733,0.2097,0.1179,0.3364
7734,0.2097,0.1179,0.3364
7735,0.2097,0.1179,0.3364
7736,0.2097,0.1179,0.3364
7737,0.2097,0.1179,0.3364
7738,0.2097,0.1179,0.3364
7739,0.2097,0.1179,0.3364
7740,0.2097,0.1179,0.3364
7741,0.2097,0.1179,0.3364
7742,0.2097,0.1179,0.3364
7743,0.2097,0.1179,0.3364
7744,0.2097,0.1179,0.3364
7745,0.2097,0.1179,0.3364
7746,0.2097,0.1179,0.3364
7747,0.2097,0.1179,0.3364
7748,0.2097,0.1179,0.3364
7749,0.2097,0.1179,0.3364
7750,0.2097,0.1179,0.3364
7751,0.2097,0.1179,0.3364
7752,0.2097,0.1179,0.3364
7753,0.2097,0.1179,0.3364
7754,0.2097,0.1179,0.3364
7755,0.2097,0.1179,0.3364
7756,0.2097,0.1179,0.3364
7757,0.2097,0.1179,0.3364
7758,0.2097,0.1179,0.3364
7759,0.2097,0.1179,0.3364
7760,0.2097,0.1179,0.3364
7761,0.2097,0.1179,0.3364
7762,0.2097,0.1179,0.3364
7763,0.2097,0.1179,0.3364
7764,0.2097,0.1179,0.3364
7765,0.2097,0.1179,0.3364
7766,0.2097,0.1179,0.3364
7767,0.2097,0.1179,0.3364
7768,0.2097,0.1179,0.3364
7769,0.2097,0.1179,0.3364
7770,0.2097,0.1179,0.3364
7771,0.2097,0.1179,0.3364
7772,0.2097,0.1179,0.3364
7773,0.2097,0.1179,0.3364
7774,0.2097,0.1179,0.3364
7775,0.2097,0.1179,0.3364
7776,0.2097,0.1179,0.3364
7777,0.2097,0.1179,0.3364
7778,0.2097,0.1179,0.3364
7779,0.2097,0.1179,0.3364
7780,0.2097,0.1179,0.3364
7781,0.2097,0.1179,0.3364
7782,0.2097,0.1179,0.3364
7783,0.2097,0.1179,0.3364
7784,0.2097,0.1179,0.3364
7785,0.2097,0.1179,0.3364
7786,0.2097,0.1179,0.3364
7787,0.2097,0.1179,0.3364
7788,0.2097,0.1179,0.3364
7789,0.2097,0.1179,0.3364
7790,0.2097,0.1179,0.3364
7791,0.2097,0.1179,0.3364
7792,0.2097,0.1179,0.3364
7793,0.2097,0.1179,0.3364
7794,0.2097,0.1179,0.3364
7795,0.2097,0.1179,0.3364
7796,0.2097,0.1179,0.3364
7797,0.2097,0.1179,0.3364
7798,0.2097,0.1179,0.3364
7799,0.2097,0.1179,0.3364
7800,0.2097,0.1179,0.3364
7801,0.2097,0.1179,0.3364
7802,0.2097,0.1179,0.3364
7803,0.2097,0.1179,0.3364
7804,0.2097,0.1179,0.3364
7805,0.2097,0.1179,0.3364
7806,0.2097,0.1179,0.3364
7807,0.2097,0.1179,0.3364
7808,0.2097,0.1179,0.3364
7809,0.2097,0.1179,0.3364
7810,0.2097,0.1179,0.3364
7811,0.2097,0.1179,0.3364
7812,0.2097,0.1179,0.3364
7813,0.2097,0.1179,0.3364
7814,0.2097,0.1179,0.3364
7815,0.2097,0.1179,0.3364
7816,0.2097,0.1179,0.3364
7817,0.2097,0.1179,0.3364
7818,0.2097,0.1179,0.3364
7819,0.2097,0.1179,0.3364
7820,0.2097,0.1179,0.3364
7821,0.2097,0.1179,0.3364
7822,0.2097,0.1179,0.3364
7823,0.2097,0.1179,0.3364
7824,0.2097,0.1179,0.3364
7825,0.2097,0.1179,0.3364
7826,0.2097,0.1179,0.3364
7827,0.2097,0.1179,0.3364
7828,0.2097,0.1179,0.3364
7829,0.2097,0.1179,0.3364
7830,0.2097,0.1179,0.3364
7831,0.2097,0.1179,0.3364
7832,0.2097,0.1179,0.3364
7833,0.2097,0.1179,0.3364
7834,0.2097,0.1179,0.3364
7835,0.2097,0.1179,0.3364
7836,0.2097,0.1179,0.3364
7837,0.2097,0.1179,0.3364
7838,0.2097,0.1179,0.3364
7839,0.2097,0.1179,0.3364
7840,0.2097,0.1179,0.3364
7841,0.2097,0.1179,0.3364
7842,0.2097,0.1179,0.3364
7843,0.2097,0.1179,0.3364
7844,0.2097,0.1179,0.3364
7845,0.2097,0.1179,0.3364
7846,0.2097,0.1179,0.3364
7847,0.2097,0.1179,0.3364
7848,0.2097,0.1179,0.3364
7849,0.2097,0.1179,0.3364
7850,0.2097,0.1179,0.3364
7851,0.2097,0.1179,0.3364
7852,0.2097,0.1179,0.3364
7853,0.2097,0.1179,0.3364
7854,0.2097,0.1179,0.3364
7855,0.2097,0.1179,0.3364
7856,0.2097,0.1179,0.3364
7857,0.2097,0.1179,0.3364
7858,0.2097,0.1179,0.3364
7859,0.2097,0.1179,0.3364
7860,0.2097,0.1179,0.3364
7861,0.2097,0.1179,0.3364
7862,0.2097,0.1179,0.3364
7863,0.2097,0.1179,0.3364
7864,0.2097,0.1179,0.3364
7865,0.2097,0.1179,0.3364
7866,0.2097,0.1179,0.3364
7867,0.2097,0.1179,0.3364
7868,0.2097,0.1179,0.3364
7869,0.2097,0.1179,0.3364
7870,0.2097,0.1179,0.3364
7871,0.2097,0.1179,0.3364
7872,0.2097,0.1179,0.3364
7873,0.2097,0.1179,0.3364
7874,0.2097,0.1179,0.3364
7875,0.2097,0.1179,0.3364
7876,0.2097,0.1179,0.3364
7877,0.2097,0.1179,0.3364
7878,0.2097,0.1179,0.3364
7879,0.2097,0.1179,0.3364
7880,0.2097,0.1179,0.3364
7881,0.2097,0.1179,0.3364
7882,0.2097,0.1179,0.3364
7883,0.2097,0.1179,0.3364
7884,0.2097,0.1179,0.3364
7885,0.2097,0.1179,0.3364
7886,0.2097,0.1179,0.3364
7887,0.2097,0.1179,0.3364
7888,0.2097,0.1179,0.3364
7889,0.2097,0.1179,0.3364
7890,0.2097,0.1179,0.3364
7891,0.2097,0.1179,0.3364
7892,0.2097,0.1179,0.3364
7893,0.2097,0.1179,0.3364
7894,0.2097,0.1179,0.3364
7895,0.2097,0.1179,0.3364
7896,0.2097,0.1179,0.3364
7897,0.2097,0.1179,0.3364
7898,0.2097,0.1179,0.3364
7899,0.2097,0.1179,0.3364
7900,0.2097,0.1179,0.3364
7901,0.2097,0.1179,0.3364
7902,0.2097,0.1179,0.3364
7903,0.2097,0.1179,0.3364
7904,0.2097,0.1179,0.3364
7905,0.2097,0.1179,0.3364
7906,0.2097,0.1179,0.3364
7907,0.2097,0.1179,0.3364
7908,0.2097,0.1179,0.3364
7909,0.2097,0.1179,0.3364
7910,0.2097,0.1179,0.3364
7911,0.2097,0.1179,0.3364
7912,0.2097,0.1179,0.3364
7913,0.2097,0.1179,0.3364
7914,0.2097,0.1179,0.3364
7915,0.2097,0.1179,0.3364
7916,0.2097,0.1179,0.3364
7917,0.2097,0.1179,0.3364
7918,0.2097,0.1179,0.3364
7919,0.2097,0.1179,0.3364
7920,0.2097,0.1179,0.3364
7921,0.2097,0.1179,0.3364
7922,0.2097,0.1179,0.3364
7923,0.2097,0.1179,0.3364
7924,0.2097,0.1179,0.3364
7925,0.2097,0.1179,0.3364
7926,0.2097,0.1179,0.3364
7927,0.2097,0.1179,0.3364
7928,0.2097,0.1179,0.3364
7929,0.2097,0.1179,0.3364
7930,0.2097,0.1179,0.3364
7931,0.2097,0.1179,0.3364
7932,0.2097,0.1179,0.3364
7933,0.2097,0.1179,0.3364
7934,0.2097,0.1179,0.3364
7935,0.2097,0.1179,0.3364
7936,0.2097,0.1179,0.3364
7937,0.2097,0.1179,0.3364
7938,0.2097,0.1179,0.3364
7939,0.2097,0.1179,0.3364
7940,0.2097,0.1179,0.3364
7941,0.2097,0.1179,0.3364
7942,0.2097,0.1179,0.3364
7943,0.2097,0.1179,0.3364
7944,0.2097,0.1179,0.3364
7945,0.2097,0.1179,0.3364
7946,0.2097,0.1179,0.3364
7947,0.2097,0.1179,0.3364
7948,0.2097,0.1179,0.3364
7949,0.2097,0.1179,0.3364
7950,0.2097,0.1179,0.3364
7951,0.2097,0.1179,0.3364
7952,0.2097,0.1179,0.3364
7953,0.2097,0.1179,0.3364
7954,0.2097,0.1179,0.3364
7955,0.2097,0.1179,0.3364
7956,0.2097,0.1179,0.3364
7957,0.2097,0.1179,0.3364
7958,0.2097,0.1179,0.3364
7959,0.2097,0.1179,0.3364
7960,0.2097,0.1179,0.3364
7961,0.2097,0.1179,0.3364
7962,0.2097,0.1179,0.3364
7963,0.2097,0.1179,0.3364
7964,0.2097,0.1179,0.3364
7965,0.2097,0.1179,0.3364
7966,0.2097,0.1179,0.3364
7967,0.2097,0.1179,0.3364
7968,0.2097,0.1179,0.3364
7969,0.2097,0.1179,0.3364
7970,0.2097,0.1179,0.3364
7971,0.2097,0.1179,0.3364
7972,0.2097,0.1179,0.3364
7973,0.2097,0.1179,0.3364
7974,0.2097,0.1179,0.3364
7975,0.2097,0.1179,0.3364
7976,0.2097,0.1179,0.3364
7977,0.2097,0.1179,0.3364
7978,0.2097,0.1179,0.3364
7979,0.2097,0.1179,0.3364
7980,0.2097,0.1179,0.3364
7981,0.2097,0.1179,0.3364
7982,0.2097,0.1179,0.3364
7983,0.2097,0.1179,0.3364
7984,0.2097,0.1179,0.3364
7985,0.2097,0.1179,0.3364
7986,0.2097,0.1179,0.3364
7987,0.2097,0.1179,0.3364
7988,0.2097,0.1179,0.3364
7989,0.2097,0.1179,0.3364
7990,0.2097,0.1179,0.3364
7991,0.2097,0.1179,0.3364
7992,0.2097,0.1179,0.3364
7993,0.2097,0.1179,0.3364
7994,0.2097,0.1179,0.3364
7995,0.2097,0.1179,0.3364
7996,0.2097,0.1179,0.3364
7997,0.2097,0.1179,0.3364
7998,0.2097,0.1179,0.3364
7999,0.2097,0.1179,0.3364
8000,0.2097,0.1179,0.3364
8001,0.2097,0.1179,0.3364
8002,0.2097,0.1179,0.3364
8003,0.2097,0.1179,0.3364
8004,0.2097,0.1179,0.3364
8005,0.2097,0.1179,0.3364
8006,0.2097,0.1179,0.3364
8007,0.2097,0.1179,0.3364
8008,0.2097,0.1179,0.3364
8009,0.2097,0.1179,0.3364
8010,0.2097,0.1179,0.3364
8011,0.2097,0.1179,0.3364
8012,0.2097,0.1179,0.3364
8013,0.2097,0.1179,0.3364
8014,0.2097,0.1179,0.3364
8015,0.2097,0.1179,0.3364
8016,0.2097,0.1179,0.3364
8017,0.2097,0.1179,0.3364
8018,0.2097,0.1179,0.3364
8019,0.2097,0.1179,0.3364
8020,0.2097,0.1179,0.3364
8021,0.2097,0.1179,0.3364
8022,0.2097,0.1179,0.3364
8023,0.2097,0.1179,0.3364
8024,0.2097,0.1179,0.3364
8025,0.2097,0.1179,0.3364
8026,0.2097,0.1179,0.3364
8027,0.2097,0.1179,0.3364
8028,0.2097,0.1179,0.3364
8029,0.2097,0.1179,0.3364
8030,0.2097,0.1179,0.3364
8031,0.2097,0.1179,0.3364
8032,0.2097,0.1179,0.3364
8033,0.2097,0.1179,0.3364
8034,0.2097,0.1179,0.3364
8035,0.2097,0.1179,0.3364
8036,0.2097,0.1179,0.3364
8037,0.2097,0.1179,0.3364
8038,0.2097,0.1179,0.3364
8039,0.2097,0.1179,0.3364
8040,0.2097,0.1179,0.3364
8041,0.2097,0.1179,0.3364
8042,0.2097,0.1179,0.3364
8043,0.2097,0.1179,0.3364
8044,0.2097,0.1179,0.3364
8045,0.2097,0.1179,0.3364
8046,0.2097,0.1179,0.3364
8047,0.2097,0.1179,0.3364
8048,0.2097,0.1179,0.3364
8049,0.2097,0.1179,0.3364
8050,0.2097,0.1179,0.3364
8051,0.2097,0.1179,0.3364
8052,0.2097,0.1179,0.3364
8053,0.2097,0.1179,0.3364
8054,0.2097,0.1179,0.3364
8055,0.2097,0.1179,0.3364
8056,0.2097,0.1179,0.3364
8057,0.2097,0.1179,0.3364
8058,0.2097,0.1179,0.3364
8059,0.2097,0.1179,0.3364
8060,0.2097,0.1179,0.3364
8061,0.2097,0.1179,0.3364
8062,0.2097,0.1179,0.3364
8063,0.2097,0.1179,0.3364
8064,0.2097,0.1179,0.3364
8065,0.2097,0.1179,0.3364
8066,0.2097,0.1179,0.3364
8067,0.2097,0.1179,0.3364
8068,0.2097,0.1179,0.3364
8069,0.2097,0.1179,0.3364
8070,0.2097,0.1179,0.3364
8071,0.2097,0.1179,0.3364
8072,0.2097,0.1179,0.3364
8073,0.2097,0.1179,0.3364
8074,0.2097,0.1179,0.3364
8075,0.2097,0.1179,0.3364
8076,0.2097,0.1179,0.3364
8077,0.2097,0.1179,0.3364
8078,0.2097,0.1179,0.3364
8079,0.2097,0.1179,0.3364
8080,0.2097,0.1179,0.3364
8081,0.2097,0.1179,0.3364
8082,0.2097,0.1179,0.3364
8083,0.2097,0.1179,0.3364
8084,0.2097,0.1179,0.3364
8085,0.2097,0.1179,0.3364
8086,0.2097,0.1179,0.3364
8087,0.2097,0.1179,0.3364
8088,0.2097,0.1179,0.3364
8089,0.2097,0.1179,0.3364
8090,0.2097,0.1179,0.3364
8091,0.2097,0.1179,0.3364
8092,0.2097,0.1179,0.3364
8093,0.2097,0.1179,0.3364
8094,0.2097,0.1179,0.3364
8095,0.2097,0.1179,0.3364
8096,0.2097,0.1179,0.3364
8097,0.2097,0.1179,0.3364
8098,0.2097,0.1179,0.3364
8099,0.2097,0.1179,0.3364
8100,0.2097,0.1179,0.3364
8101,0.2097,0.1179,0.3364
8102,0.2097,0.1179,0.3364
8103,0.2097,0.1179,0.3364
8104,0.2097,0.1179,0.3364
8105,0.2097,0.1179,0.3364
8106,0.2097,0.1179,0.3364
8107,0.2097,0.1179,0.3364
8108,0.2097,0.1179,0.3364
8109,0.2097,0.1179,0.3364
8110,0.2097,0.1179,0.3364
8111,0.2097,0.1179,0.3364
8112,0.2097,0.1179,0.3364
8113,0.2097,0.1179,0.3364
8114,0.2097,0.1179,0.3364
8115,0.2097,0.1179,0.3364
8116,0.2097,0.1179,0.3364
8117,0.2097,0.1179,0.3364
8118,0.2097,0.1179,0.3364
8119,0.2097,0.1179,0.3364
8120,0.2097,0.1179,0.3364
8121,0.2097,0.1179,0.3364
8122,0.2097,0.1179,0.3364
8123,0.2097,0.1179,0.3364
8124,0.2097,0.1179,0.3364
8125,0.2097,0.1179,0.3364
8126,0.2097,0.1179,0.3364
8127,0.2097,0.1179,0.3364
8128,0.2097,0.1179,0.3364
8129,0.2097,0.1179,0.3364
8130,0.2097,0.1179,0.3364
8131,0.2097,0.1179,0.3364
8132,0.2097,0.1179,0.3364
8133,0.2097,0.1179,0.3364
8134,0.2097,0.1179,0.3364
8135,0.2097,0.1179,0.3364
8136,0.2097,0.1179,0.3364
8137,0.2097,0.1179,0.3364
8138,0.2097,0.1179,0.3364
8139,0.2097,0.1179,0.3364
8140,0.2097,0.1179,0.3364
8141,0.2097,0.1179,0.3364
8142,0.2097,0.1179,0.3364
8143,0.2097,0.1179,0.3364
8144,0.2097,0.1179,0.3364
8145,0.2097,0.1179,0.3364
8146,0.2097,0.1179,0.3364
8147,0.2097,0.1179,0.3364
8148,0.2097,0.1179,0.3364
8149,0.2097,0.1179,0.3364
8150,0.2097,0.1179,0.3364
8151,0.2097,0.1179,0.3364
8152,0.2097,0.1179,0.3364
8153,0.2097,0.1179,0.3364
8154,0.2097,0.1179,0.3364
8155,0.2097,0.1179,0.3364
8156,0.2097,0.1179,0.3364
8157,0.2097,0.1179,0.3364
8158,0.2097,0.1179,0.3364
8159,0.2097,0.1179,0.3364
8160,0.2097,0.1179,0.3364
8161,0.2097,0.1179,0.3364
8162,0.2097,0.1179,0.3364
